1:65000-70000	OR4F5
1:89820000-89825000	LRRC8D
1:89995000-90000000	ZNF326
1:90715000-90720000	BARHL2
1:91020000-91025000	ZNF644
1:91400000-91405000	HFM1
1:91500000-91505000	CDC7
1:91905000-91910000	TGFBR3
1:91945000-91950000	BRDT
1:92025000-92030000	EPHX4
1:92075000-92080000	SETSIP
1:92080000-92085000	BTBD8
1:92215000-92220000	C1orf146
1:92295000-92300000	GLMN
1:92295000-92300000	RPAP2
1:92485000-92490000	GFI1
1:92790000-92795000	EVI5
1:92830000-92835000	RPL5
1:92960000-92965000	DIPK1A
1:93075000-93080000	MTF2
1:93175000-93180000	CCDC18
1:93180000-93185000	TMED5
1:93345000-93350000	DR1
1:93445000-93450000	FNBP1L
1:93845000-93850000	BCAR3
1:93875000-93880000	DNTTIP2
1:93905000-93910000	GCLM
1:94120000-94125000	ABCA4
1:94275000-94280000	ARHGAP29
1:94415000-94420000	ABCD3
1:94540000-94545000	F3
1:94820000-94825000	SLC44A3
1:94925000-94930000	CNN3
1:95070000-95075000	ALG14
1:95115000-95120000	TLCD4
1:95115000-95120000	TLCD4-RWDD3
1:95230000-95235000	RWDD3
1:96720000-96725000	PTBP2
1:97990000-97995000	DPYD
1:98660000-98665000	SNX7
1:99005000-99010000	PLPPR5
1:99260000-99265000	PLPPR4
1:99645000-99650000	PALMD
1:99765000-99770000	FRRS1
1:99850000-99855000	AGL
1:99965000-99970000	SLC35A3
1:99970000-99975000	RP4-714D9.5
1:100035000-100040000	MFSD14A
1:100130000-100135000	SASS6
1:100130000-100135000	TRMT13
1:100175000-100180000	LRRC39
1:100245000-100250000	DBT
1:100265000-100270000	RTCA
1:100345000-100350000	CDC14A
1:100535000-100540000	GPR88
1:100715000-100720000	VCAM1
1:100895000-100900000	EXTL2
1:100895000-100900000	SLC30A7
1:101025000-101030000	DPH5
1:101235000-101240000	S1PR1
1:101995000-102000000	OLFM3
1:103105000-103110000	COL11A1
1:103525000-103530000	RNPC3
1:103550000-103555000	AMY2B
1:103615000-103620000	AMY2A
1:103655000-103660000	AMY1A
1:103695000-103700000	AMY1B
1:103745000-103750000	AMY1C
1:107055000-107060000	PRMT6
1:107140000-107145000	NTNG1
1:107965000-107970000	VAV3
1:108200000-108205000	SLC25A24
1:108240000-108245000	NBPF4
1:108450000-108455000	NBPF6
1:108560000-108565000	FAM102B
1:108660000-108665000	HENMT1
1:108690000-108695000	PRPF38B
1:108710000-108715000	FNDC7
1:108745000-108750000	STXBP3
1:108875000-108880000	GPSM2
1:108960000-108965000	AKNAD1
1:108960000-108965000	CLCC1
1:109040000-109045000	WDR47
1:109075000-109080000	TAF13
1:109090000-109095000	TMEM167B
1:109110000-109115000	C1orf194
1:109110000-109115000	ELAPOR1
1:109210000-109215000	SARS1
1:109245000-109250000	CELSR2
1:109280000-109285000	PSRC1
1:109305000-109310000	MYBPHL
1:109395000-109400000	SORT1
1:109425000-109430000	PSMA5
1:109465000-109470000	SYPL2
1:109480000-109485000	ATXN7L2
1:109490000-109495000	CYB561D1
1:109505000-109510000	AMIGO1
1:109535000-109540000	GPR61
1:109545000-109550000	GNAI3
1:109615000-109620000	GNAT2
1:109615000-109620000	AMPD2
1:109655000-109660000	GSTM4
1:109665000-109670000	GSTM2
1:109685000-109690000	GSTM1
1:109710000-109715000	GSTM5
1:109740000-109745000	GSTM3
1:109760000-109765000	EPS8L3
1:109910000-109915000	CSF1
1:109980000-109985000	AHCYL1
1:110030000-110035000	STRIP1
1:110070000-110075000	ALX3
1:110110000-110115000	UBL4B
1:110150000-110155000	SLC6A17
1:110210000-110215000	KCNC4
1:110335000-110340000	RBM15
1:110390000-110395000	SLC16A4
1:110405000-110410000	LAMTOR5
1:110450000-110455000	PROK1
1:110515000-110520000	KCNA10
1:110630000-110635000	KCNA2
1:110670000-110675000	KCNA3
1:110870000-110875000	CD53
1:110960000-110965000	LRIF1
1:111135000-111140000	CEPT1
1:111140000-111145000	DRAM2
1:111200000-111205000	DENND2D
1:111200000-111205000	CHI3L2
1:111290000-111295000	CHIA
1:111345000-111350000	PIFO
1:111425000-111430000	OVGP1
1:111445000-111450000	WDR77
1:111445000-111450000	ATP5PB
1:111470000-111475000	C1orf162
1:111500000-111505000	ADORA3
1:111540000-111545000	RAP1A
1:111560000-111565000	TMIGD3
1:111750000-111755000	DDX20
1:111755000-111760000	INKA2
1:111985000-111990000	KCND3
1:112395000-112400000	CTTNBP2NL
1:112465000-112470000	WNT2B
1:112615000-112620000	CAPZA1
1:112620000-112625000	ST7L
1:112670000-112675000	MOV10
1:112705000-112710000	RHOC
1:112710000-112715000	RP11-426L16.10
1:112715000-112720000	PPM1J
1:112715000-112720000	TAFA3
1:112955000-112960000	SLC16A1
1:113070000-113075000	LRIG2
1:113390000-113395000	MAGI3
1:113755000-113760000	PHTF1
1:113810000-113815000	RSBN1
1:113870000-113875000	PTPN22
1:113885000-113890000	BCL2L15
1:113905000-113910000	AP4B1
1:113905000-113910000	DCLRE1B
1:113925000-113930000	HIPK1
1:113975000-113980000	OLFML3
1:114150000-114155000	SYT6
1:114510000-114515000	TRIM33
1:114580000-114585000	BCAS2
1:114670000-114675000	DENND2C
1:114695000-114700000	AMPD1
1:114715000-114720000	NRAS
1:114755000-114760000	CSDE1
1:114780000-114785000	SIKE1
1:114850000-114855000	SYCP1
1:115025000-115030000	TSHB
1:115085000-115090000	TSPAN2
1:115335000-115340000	NGF
1:115640000-115645000	VANGL1
1:115765000-115770000	CASQ2
1:115840000-115845000	NHLH2
1:115975000-115980000	SLC22A15
1:116110000-116115000	MAB21L3
1:116370000-116375000	ATP1A1
1:116570000-116575000	CD58
1:116665000-116670000	IGSF3
1:116750000-116755000	CD2
1:116905000-116910000	PTGFRN
1:117000000-117005000	CD101
1:117060000-117065000	TTF2
1:117120000-117125000	TRIM45
1:117210000-117215000	VTCN1
1:117365000-117370000	MAN1A2
1:117605000-117610000	TENT5C
1:117925000-117930000	GDAP2
1:117925000-117930000	WDR3
1:118185000-118190000	SPAG17
1:118985000-118990000	TBX15
1:119140000-119145000	WARS2
1:119365000-119370000	HAO2
1:119410000-119415000	HSD3B2
1:119505000-119510000	HSD3B1
1:119645000-119650000	ZNF697
1:119645000-119650000	PHGDH
1:119765000-119770000	HMGCS2
1:119810000-119815000	REG4
1:119895000-119900000	ADAM30
1:120100000-120105000	NOTCH2
1:120175000-120180000	SEC22B
1:120720000-120725000	NOTCH2NLR
1:120720000-120725000	NBPF26
1:120885000-120890000	PPIAL4A
1:121085000-121090000	FCGR1B
1:121180000-121185000	SRGAP2C
1:121185000-121190000	FAM72B
1:143905000-143910000	H3-2
1:143970000-143975000	FAM72C
1:144370000-144375000	PPIAL4E
1:144460000-144465000	NBPF15
1:144590000-144595000	PPIAL4F
1:145095000-145100000	SRGAP2B
1:145095000-145100000	FAM72D
1:145240000-145245000	PPIAL4D
1:145405000-145410000	NBPF20
1:145605000-145610000	GPR89A
1:145705000-145710000	PDZK1
1:145715000-145720000	CD160
1:145820000-145825000	RNF115
1:145820000-145825000	POLR3C
1:145845000-145850000	NUDT17
1:145855000-145860000	PIAS3
1:145885000-145890000	ANKRD35
1:145910000-145915000	ITGA10
1:145915000-145920000	PEX11B
1:145925000-145930000	RBM8A
1:145925000-145930000	CH17-270A2.2
1:145955000-145960000	LIX1L
1:145960000-145965000	ANKRD34A
1:145960000-145965000	POLR3GL
1:145995000-146000000	TXNIP
1:146035000-146040000	HJV
1:146225000-146230000	NBPF10
1:146225000-146230000	NOTCH2NLA
1:146340000-146345000	PPIAL4H
1:146935000-146940000	NBPF12
1:147170000-147175000	PRKAB2
1:147240000-147245000	CHD1L
1:147240000-147245000	FMO5
1:147540000-147545000	BCL9
1:147610000-147615000	CH17-206L4.1
1:147670000-147675000	ACP6
1:147770000-147775000	GJA5
1:147900000-147905000	GJA8
1:147925000-147930000	GPR89B
1:148150000-148155000	NBPF11
1:148480000-148485000	PPIAL4G
1:148675000-148680000	NBPF14
1:148675000-148680000	NOTCH2NLB
1:148745000-148750000	NUDT4B
1:148805000-148810000	PDE4DIP
1:149100000-149105000	NBPF9
1:149390000-149395000	NOTCH2NLC
1:149390000-149395000	CH17-159N18.5
1:149475000-149480000	NBPF19
1:149580000-149585000	PPIAL4C
1:149780000-149785000	FCGR1A
1:149810000-149815000	H2BC18
1:149810000-149815000	H3C13
1:149830000-149835000	H4C14
1:149840000-149845000	H3C14
1:149840000-149845000	H2AC18
1:149850000-149855000	H2AC19
1:149850000-149855000	H3C15
1:149860000-149865000	H4C15
1:149885000-149890000	H2BC21
1:149885000-149890000	H2AC20
1:149885000-149890000	H2AC21
1:149885000-149890000	BOLA1
1:149915000-149920000	SV2A
1:149925000-149930000	SF3B4
1:149935000-149940000	MTMR11
1:150010000-150015000	OTUD7B
1:150065000-150070000	VPS45
1:150145000-150150000	PLEKHO1
1:150235000-150240000	ANP32E
1:150255000-150260000	CA14
1:150265000-150270000	APH1A
1:150265000-150270000	C1orf54
1:150280000-150285000	CIART
1:150290000-150295000	MRPS21
1:150320000-150325000	PRPF3
1:150360000-150365000	RPRD2
1:150485000-150490000	TARS2
1:150505000-150510000	ECM1
1:150545000-150550000	ADAMTSL4
1:150575000-150580000	MCL1
1:150625000-150630000	ENSA
1:150695000-150700000	GOLPH3L
1:150720000-150725000	HORMAD1
1:150765000-150770000	CTSS
1:150805000-150810000	CTSK
1:150875000-150880000	ARNT
1:150885000-150890000	CTXND2
1:150925000-150930000	SETDB1
1:150975000-150980000	CERS2
1:150980000-150985000	ANXA9
1:151005000-151010000	MINDY1
1:151005000-151010000	PRUNE1
1:151035000-151040000	BNIPL
1:151045000-151050000	C1orf56
1:151060000-151065000	MLLT11
1:151070000-151075000	CDC42SE1
1:151070000-151075000	GABPB2
1:151145000-151150000	SEMA6C
1:151155000-151160000	TNFAIP8L2
1:151155000-151160000	SCNM1
1:151165000-151170000	LYSMD1
1:151175000-151180000	TMOD4
1:151195000-151200000	VPS72
1:151195000-151200000	PIP5K1A
1:151250000-151255000	PSMD4
1:151280000-151285000	ZNF687
1:151325000-151330000	PI4KB
1:151345000-151350000	RFX5
1:151370000-151375000	SELENBP1
1:151395000-151400000	PSMB4
1:151455000-151460000	POGZ
1:151510000-151515000	CGN
1:151540000-151545000	TUFT1
1:151610000-151615000	SNX27
1:151710000-151715000	RIIAD1
1:151715000-151720000	CELF3
1:151760000-151765000	MRPL9
1:151760000-151765000	OAZ3
1:151790000-151795000	TDRKH
1:151805000-151810000	LINGO4
1:151830000-151835000	RORC
1:151840000-151845000	C2CD4D
1:151850000-151855000	THEM5
1:151905000-151910000	THEM4
1:151990000-151995000	S100A10
1:152045000-152050000	S100A11
1:152085000-152090000	TCHHL1
1:152115000-152120000	TCHH
1:152155000-152160000	RPTN
1:152220000-152225000	HRNR
1:152325000-152330000	FLG
1:152360000-152365000	FLG2
1:152410000-152415000	CRNN
1:152510000-152515000	LCE5A
1:152510000-152515000	CRCT1
1:152565000-152570000	LCE3E
1:152580000-152585000	LCE3D
1:152600000-152605000	LCE3C
1:152610000-152615000	LCE3B
1:152620000-152625000	LCE3A
1:152660000-152665000	LCE2D
1:152675000-152680000	LCE2C
1:152685000-152690000	LCE2B
1:152695000-152700000	LCE2A
1:152705000-152710000	LCE4A
1:152715000-152720000	C1orf68
1:152755000-152760000	KPRP
1:152775000-152780000	LCE1F
1:152785000-152790000	LCE1E
1:152795000-152800000	LCE1D
1:152805000-152810000	LCE1C
1:152810000-152815000	LCE1B
1:152825000-152830000	LCE1A
1:152840000-152845000	LCE6A
1:152855000-152860000	RP1-13P20.6
1:152875000-152880000	SMCP
1:152905000-152910000	IVL
1:152945000-152950000	SPRR5
1:152970000-152975000	SPRR4
1:152985000-152990000	SPRR1A
1:153000000-153005000	SPRR3
1:153030000-153035000	SPRR1B
1:153040000-153045000	SPRR2D
1:153055000-153060000	SPRR2A
1:153070000-153075000	SPRR2B
1:153105000-153110000	SPRR2E
1:153110000-153115000	SPRR2F
1:153150000-153155000	SPRR2G
1:153200000-153205000	LELP1
1:153215000-153220000	PRR9
1:153255000-153260000	LORICRIN
1:153310000-153315000	PGLYRP3
1:153345000-153350000	PGLYRP4
1:153355000-153360000	S100A9
1:153375000-153380000	S100A12
1:153390000-153395000	S100A8
1:153415000-153420000	S100A7A
1:153435000-153440000	S100A7L2
1:153460000-153465000	S100A7
1:153535000-153540000	S100A6
1:153540000-153545000	S100A5
1:153545000-153550000	S100A3
1:153550000-153555000	S100A4
1:153565000-153570000	S100A2
1:153610000-153615000	S100A16
1:153615000-153620000	S100A14
1:153625000-153630000	S100A1
1:153630000-153635000	S100A13
1:153630000-153635000	CHTOP
1:153655000-153660000	SNAPIN
1:153670000-153675000	ILF2
1:153675000-153680000	NPR1
1:153725000-153730000	INTS3
1:153770000-153775000	SLC27A3
1:153920000-153925000	GATAD2B
1:153945000-153950000	DENND4B
1:153955000-153960000	CRTC2
1:153965000-153970000	SLC39A1
1:153965000-153970000	CREB3L4
1:153975000-153980000	RP11-422P24.15
1:153975000-153980000	JTB
1:153985000-153990000	RP11-422P24.14
1:153985000-153990000	RAB13
1:153990000-153995000	RPS27
1:154155000-154160000	NUP210L
1:154190000-154195000	TPM3
1:154205000-154210000	C1orf189
1:154220000-154225000	C1orf43
1:154220000-154225000	UBAP2L
1:154270000-154275000	HAX1
1:154320000-154325000	AQP10
1:154325000-154330000	ATP8B2
1:154405000-154410000	IL6R
1:154500000-154505000	SHE
1:154500000-154505000	TDRD10
1:154555000-154560000	UBE2Q1
1:154565000-154570000	CHRNB2
1:154625000-154630000	ADAR
1:154870000-154875000	KCNN3
1:154935000-154940000	PMVK
1:154955000-154960000	PBXIP1
1:154960000-154965000	PYGO2
1:154970000-154975000	SHC1
1:154970000-154975000	CKS1B
1:154980000-154985000	FLAD1
1:154990000-154995000	LENEP
1:155000000-155005000	ZBTB7B
1:155030000-155035000	DCST2
1:155030000-155035000	DCST1
1:155050000-155055000	ADAM15
1:155060000-155065000	EFNA4
1:155060000-155065000	RP11-540D14.8
1:155075000-155080000	EFNA3
1:155125000-155130000	EFNA1
1:155135000-155140000	SLC50A1
1:155140000-155145000	DPM3
1:155170000-155175000	KRTCAP2
1:155170000-155175000	TRIM46
1:155185000-155190000	RP11-201K10.3
1:155190000-155195000	MUC1
1:155205000-155210000	THBS3
1:155205000-155210000	MTX1
1:155240000-155245000	GBA
1:155255000-155260000	FAM189B
1:155260000-155265000	SCAMP3
1:155275000-155280000	CLK2
1:155275000-155280000	HCN3
1:155300000-155305000	PKLR
1:155305000-155310000	FDPS
1:155320000-155325000	RUSC1
1:155560000-155565000	ASH1L
1:155610000-155615000	MSTO1
1:155685000-155690000	YY1AP1
1:155685000-155690000	DAP3
1:155855000-155860000	GON4L
1:155855000-155860000	SYT11
1:155910000-155915000	RIT1
1:155930000-155935000	KHDC4
1:155940000-155945000	RXFP4
1:156005000-156010000	ARHGEF2
1:156020000-156025000	SSR2
1:156050000-156055000	UBQLN4
1:156050000-156055000	LAMTOR2
1:156060000-156065000	RAB25
1:156080000-156085000	MEX3A
1:156080000-156085000	LMNA
1:156145000-156150000	SEMA4A
1:156190000-156195000	SLC25A44
1:156210000-156215000	PMF1-BGLAP
1:156210000-156215000	PMF1
1:156240000-156245000	BGLAP
1:156245000-156250000	PAQR6
1:156280000-156285000	SMG5
1:156280000-156285000	TMEM79
1:156295000-156300000	GLMP
1:156295000-156300000	VHLL
1:156335000-156340000	TSACC
1:156365000-156370000	CCT3
1:156365000-156370000	RHBG
1:156500000-156505000	MEF2D
1:156570000-156575000	IQGAP3
1:156575000-156580000	TTC24
1:156590000-156595000	NAXE
1:156600000-156605000	GPATCH4
1:156615000-156620000	HAPLN2
1:156640000-156645000	BCAN
1:156675000-156680000	NES
1:156705000-156710000	CRABP2
1:156725000-156730000	ISG20L2
1:156725000-156730000	RRNAD1
1:156740000-156745000	MRPL24
1:156750000-156755000	PRCC
1:156765000-156770000	HDGF
1:156815000-156820000	SH2D2A
1:156815000-156820000	NTRK1
1:156855000-156860000	INSRR
1:156890000-156895000	PEAR1
1:156920000-156925000	LRRC71
1:157045000-157050000	ARHGEF11
1:157110000-157115000	ETV3L
1:157135000-157140000	ETV3
1:157550000-157555000	FCRL5
1:157595000-157600000	FCRL4
1:157700000-157705000	FCRL3
1:157775000-157780000	FCRL2
1:157820000-157825000	FCRL1
1:157895000-157900000	CD5L
1:157990000-157995000	KIRREL1
1:158125000-158130000	SMIM42
1:158175000-158180000	CD1D
1:158250000-158255000	CD1A
1:158285000-158290000	CD1C
1:158330000-158335000	CD1B
1:158350000-158355000	CD1E
1:158395000-158400000	OR10T2
1:158425000-158430000	OR10K2
1:158460000-158465000	OR10K1
1:158470000-158475000	OR10R2
1:158550000-158555000	OR6Y1
1:158570000-158575000	OR6P1
1:158575000-158580000	OR10X1
1:158605000-158610000	OR10Z1
1:158685000-158690000	SPTA1
1:158700000-158705000	OR6K2
1:158720000-158725000	OR6K3
1:158750000-158755000	OR6K6
1:158770000-158775000	OR6N1
1:158780000-158785000	OR6N2
1:158830000-158835000	MNDA
1:158930000-158935000	PYHIN1
1:158995000-159000000	IFI16
1:159145000-159150000	AIM2
1:159170000-159175000	CADM3
1:159200000-159205000	ACKR1
1:159285000-159290000	FCER1A
1:159435000-159440000	OR10J1
1:159535000-159540000	OR10J5
1:159585000-159590000	APCS
1:159710000-159715000	CRP
1:159780000-159785000	DUSP23
1:159800000-159805000	FCRL6
1:159825000-159830000	SLAMF8
1:159860000-159865000	VSIG8
1:159870000-159875000	RP11-190A12.7
1:159900000-159905000	CFAP45
1:159925000-159930000	TAGLN2
1:159945000-159950000	IGSF9
1:159950000-159955000	SLAMF9
1:160030000-160035000	PIGM
1:160070000-160075000	KCNJ10
1:160080000-160085000	KCNJ9
1:160095000-160100000	IGSF8
1:160115000-160120000	ATP1A2
1:160150000-160155000	ATP1A4
1:160190000-160195000	CASQ1
1:160205000-160210000	PEA15
1:160260000-160265000	DCAF8
1:160285000-160290000	RP11-574F21.3
1:160285000-160290000	PEX19
1:160340000-160345000	COPA
1:160340000-160345000	NCSTN
1:160365000-160370000	NHLH1
1:160400000-160405000	VANGL2
1:160520000-160525000	SLAMF6
1:160575000-160580000	CD84
1:160645000-160650000	SLAMF1
1:160710000-160715000	CD48
1:160735000-160740000	SLAMF7
1:160795000-160800000	LY9
1:160860000-160865000	CD244
1:160885000-160890000	ITLN1
1:160950000-160955000	ITLN2
1:161020000-161025000	F11R
1:161035000-161040000	RP11-544M22.13
1:161035000-161040000	TSTD1
1:161045000-161050000	USF1
1:161065000-161070000	ARHGAP30
1:161085000-161090000	NECTIN4
1:161095000-161100000	KLHDC9
1:161115000-161120000	PFDN2
1:161115000-161120000	NIT1
1:161130000-161135000	DEDD
1:161150000-161155000	UFC1
1:161155000-161160000	USP21
1:161165000-161170000	PPOX
1:161175000-161180000	B4GALT3
1:161195000-161200000	ADAMTS4
1:161195000-161200000	NDUFS2
1:161215000-161220000	FCER1G
1:161220000-161225000	APOA2
1:161225000-161230000	TOMM40L
1:161235000-161240000	NR1I3
1:161255000-161260000	PCP4L1
1:161305000-161310000	MPZ
1:161310000-161315000	SDHC
1:161365000-161370000	CFAP126
1:161505000-161510000	FCGR2A
1:161520000-161525000	HSPA6
1:161550000-161555000	FCGR3A
1:161630000-161635000	FCGR3B
1:161660000-161665000	FCGR2B
1:161705000-161710000	FCRLA
1:161720000-161725000	FCRLB
1:161745000-161750000	DUSP12
1:161765000-161770000	ATF6
1:162020000-162025000	OLFML2B
1:162065000-162070000	NOS1AP
1:162365000-162370000	RP11-565P22.6
1:162375000-162380000	SPATA46
1:162375000-162380000	C1orf226
1:162410000-162415000	SH2D1B
1:162495000-162500000	UHMK1
1:162560000-162565000	UAP1
1:162630000-162635000	DDR2
1:162790000-162795000	HSD17B7
1:162865000-162870000	CCDC190
1:163065000-163070000	RGS4
1:163265000-163270000	NUF2
1:163320000-163325000	RGS5
1:164555000-164560000	PBX1
1:165355000-165360000	LMX1A
1:165445000-165450000	RXRG
1:165540000-165545000	LRRC52
1:165630000-165635000	MGST3
1:165695000-165700000	ALDH9A1
1:165825000-165830000	TMCO1
1:165825000-165830000	UCK2
1:166165000-166170000	FAM78B
1:166835000-166840000	POGK
1:166875000-166880000	TADA1
1:166975000-166980000	ILDR2
1:166975000-166980000	MAEL
1:167090000-167095000	STYXL2
1:167165000-167170000	GPA33
1:167220000-167225000	POU2F1
1:167515000-167520000	CD247
1:167550000-167555000	CREG1
1:167630000-167635000	RCSD1
1:167720000-167725000	MPZL1
1:167910000-167915000	ADCY10
1:167935000-167940000	DCAF6
1:167935000-167940000	MPC2
1:168135000-168140000	GPR161
1:168175000-168180000	TIPRL
1:168225000-168230000	SFT2D2
1:168280000-168285000	TBX19
1:168540000-168545000	XCL2
1:168575000-168580000	XCL1
1:168725000-168730000	DPT
1:169105000-169110000	ATP1B1
1:169365000-169370000	NME7
1:169365000-169370000	BLZF1
1:169460000-169465000	CCDC181
1:169485000-169490000	SLC19A2
1:169585000-169590000	F5
1:169630000-169635000	SELP
1:169660000-169665000	C1orf112
1:169710000-169715000	SELL
1:169760000-169765000	SELE
1:169790000-169795000	METTL18
1:169890000-169895000	SCYL3
1:170085000-170090000	KIFAP3
1:170145000-170150000	METTL11B
1:170530000-170535000	GORAB
1:170660000-170665000	PRRX1
1:170935000-170940000	MROH9
1:171090000-171095000	FMO3
1:171185000-171190000	FMO2
1:171245000-171250000	FMO1
1:171310000-171315000	FMO4
1:171485000-171490000	PRRC2C
1:171600000-171605000	MYOCOS
1:171650000-171655000	MYOC
1:171740000-171745000	VAMP4
1:171780000-171785000	EEF1AKNMT
1:171840000-171845000	DNM3
1:172420000-172425000	C1orf105
1:172440000-172445000	PIGC
1:172530000-172535000	SUCO
1:172655000-172660000	FASLG
1:173050000-173055000	TNFSF18
1:173205000-173210000	TNFSF4
1:173475000-173480000	PRDX6
1:173600000-173605000	SLC9C2
1:173635000-173640000	TEX50
1:173665000-173670000	RP3-436N22.5
1:173665000-173670000	ANKRD45
1:173710000-173715000	KLHL20
1:173820000-173825000	CENPL
1:173820000-173825000	DARS2
1:173865000-173870000	ZBTB37
1:173915000-173920000	SERPINC1
1:174020000-174025000	RC3H1
1:174155000-174160000	RABGAP1L
1:174445000-174450000	GPR52
1:174995000-175000000	CACYBP
1:175020000-175025000	MRPS14
1:175065000-175070000	TNN
1:175190000-175195000	KIAA0040
1:175740000-175745000	TNR
1:176205000-176210000	COP1
1:176460000-176465000	PAPPA2
1:177160000-177165000	ASTN1
1:177170000-177175000	BRINP2
1:177980000-177985000	SEC16B
1:178090000-178095000	RASAL2
1:178495000-178500000	CLEC20A
1:178510000-178515000	TEX35
1:178725000-178730000	RALGPS2
1:178870000-178875000	ANGPTL1
1:179025000-179030000	FAM20B
1:179080000-179085000	TOR3A
1:179225000-179230000	ABL2
1:179290000-179295000	SOAT1
1:179365000-179370000	AXDND1
1:179575000-179580000	NPHS2
1:179590000-179595000	TDRD5
1:179740000-179745000	FAM163A
1:179875000-179880000	TOR1AIP2
1:179880000-179885000	TOR1AIP1
1:179950000-179955000	CEP350
1:180150000-180155000	QSOX1
1:180230000-180235000	LHX4
1:180500000-180505000	ACBD6
1:180630000-180635000	XPR1
1:180910000-180915000	KIAA1614
1:181020000-181025000	STX6
1:181030000-181035000	MR1
1:181085000-181090000	IER5
1:181315000-181320000	CACNA1E
1:182060000-182065000	ZNF648
1:182390000-182395000	GLUL
1:182400000-182405000	TEDDM1
1:182405000-182410000	RGSL1
1:182585000-182590000	RNASEL
1:182600000-182605000	RGS16
1:182680000-182685000	RGS8
1:182785000-182790000	NPL
1:182835000-182840000	DHX9
1:182950000-182955000	SHCBP1L
1:183020000-183025000	LAMC1
1:183185000-183190000	LAMC2
1:183415000-183420000	NMNAT2
1:183470000-183475000	SMG7
1:183590000-183595000	NCF2
1:183635000-183640000	ARPC5
1:183635000-183640000	RGL1
1:183650000-183655000	APOBEC4
1:184035000-184040000	COLGALT2
1:184050000-184055000	TSEN15
1:184385000-184390000	C1orf21
1:184750000-184755000	EDEM3
1:184970000-184975000	NIBAN1
1:185045000-185050000	RNF2
1:185155000-185160000	TRMT1L
1:185155000-185160000	SWT1
1:185315000-185320000	IVNS1ABP
1:185730000-185735000	HMCN1
1:186295000-186300000	PRG4
1:186375000-186380000	TPR
1:186375000-186380000	ODR4
1:186460000-186465000	PDC
1:186680000-186685000	PTGS2
1:186825000-186830000	PLA2G4A
1:190475000-190480000	BRINP3
1:192155000-192160000	RGS18
1:192315000-192320000	RGS21
1:192575000-192580000	RGS1
1:192635000-192640000	RGS13
1:192715000-192720000	RPS27AP5
1:192805000-192810000	RGS2
1:193055000-193060000	RO60
